education,experience,industry,skills,jobtitle,location,salary_range,work_hours,company_size,job_type
Bachelor,11,Education,C++,Internet / Ecommerce,Paris,"$110,000 - $130,000",Contract,Small (1-50 employees),Developer
High School,8,Recruitment,Communication,Industrial Products / Heavy Machinery,Berlin,"$70,000 - $90,000",Part-time,Large (501-10000 employees),Engineer
Bachelor,14,Hospitality,Data Analysis,Finance / Banking,Paris,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Engineer
PhD,12,Media,Java,Healthcare / Medical Services,Paris,"$50,000 - $70,000",Contract,Large (501-10000 employees),Consultant
Master,13,Industrial,JavaScript,Media / Entertainment / Internet,Toronto,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Engineer
Master,15,Education,Problem Solving,Industrial Products / Heavy Machinery,Sydney,"$70,000 - $90,000",Contract,Small (1-50 employees),Administrator
PhD,19,Ecommerce,Java,Education / Teaching,Toronto,"$50,000 - $70,000",Part-time,Small (1-50 employees),Designer
Bachelor,13,Recruitment,Python,Finance / Banking,Sydney,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Administrator
PhD,17,Finance,Data Analysis,Recruitment / Staffing,London,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Engineer
High School,3,Healthcare,Python,Retail / Wholesale,Paris,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Developer
High School,13,Finance,SQL,Media / Entertainment / Internet,Sydney,"$130,000 - $150,000",Part-time,Small (1-50 employees),Administrator
Bachelor,19,Retail,Communication,Internet / Ecommerce,Shanghai,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Administrator
High School,14,Media,Data Analysis,Industrial Products / Heavy Machinery,Singapore,"$110,000 - $130,000",Contract,Large (501-10000 employees),Consultant
Bachelor,2,Hospitality,Java,Industrial Products / Heavy Machinery,London,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Designer
High School,11,Industrial,C++,Internet / Ecommerce,London,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Developer
Master,13,Media,Python,Retail / Wholesale,Paris,"$90,000 - $110,000",Full-time,Enterprise (10000+ employees),Designer
Master,8,Recruitment,HTML/CSS,Hospitality / Tourism,Paris,"$70,000 - $90,000",Contract,Medium (51-500 employees),Designer
PhD,1,Healthcare,HTML/CSS,Education / Teaching,Paris,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Consultant
Master,15,Retail,Problem Solving,Internet / Ecommerce,San Francisco,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Administrator
Master,5,IT,JavaScript,Recruitment / Staffing,Sydney,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Engineer
PhD,15,Education,Communication,Hospitality / Tourism,New York,"$130,000 - $150,000",Contract,Small (1-50 employees),Designer
High School,15,Finance,Java,Media / Entertainment / Internet,San Francisco,"$90,000 - $110,000",Contract,Large (501-10000 employees),Consultant
Bachelor,6,Hospitality,Python,Hospitality / Tourism,Paris,"$90,000 - $110,000",Contract,Enterprise (10000+ employees),Consultant
PhD,9,Ecommerce,Problem Solving,Industrial Products / Heavy Machinery,Singapore,"$110,000 - $130,000",Contract,Small (1-50 employees),Analyst
Bachelor,2,Finance,JavaScript,Education / Teaching,New York,"$90,000 - $110,000",Contract,Large (501-10000 employees),Manager
High School,1,Industrial,Python,Industrial Products / Heavy Machinery,Berlin,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Administrator
Bachelor,6,Hospitality,JavaScript,Industrial Products / Heavy Machinery,Toronto,"$50,000 - $70,000",Part-time,Medium (51-500 employees),Engineer
Bachelor,5,Ecommerce,Data Analysis,Finance / Banking,Berlin,"$110,000 - $130,000",Remote,Small (1-50 employees),Designer
PhD,2,Ecommerce,Java,IT-Software / Software Services,Singapore,"$90,000 - $110,000",Full-time,Enterprise (10000+ employees),Consultant
Master,11,Finance,Problem Solving,IT-Software / Software Services,Toronto,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Analyst
PhD,2,Ecommerce,SQL,Internet / Ecommerce,Berlin,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Consultant
High School,1,Industrial,Problem Solving,Hospitality / Tourism,New York,"$50,000 - $70,000",Remote,Small (1-50 employees),Designer
Master,5,Media,Communication,IT-Software / Software Services,Berlin,"$110,000 - $130,000",Contract,Large (501-10000 employees),Administrator
PhD,1,Retail,Python,Finance / Banking,London,"$90,000 - $110,000",Part-time,Enterprise (10000+ employees),Developer
High School,2,Finance,C++,IT-Software / Software Services,Sydney,"$130,000 - $150,000",Remote,Large (501-10000 employees),Consultant
Bachelor,8,Media,HTML/CSS,IT-Software / Software Services,Singapore,"$90,000 - $110,000",Part-time,Small (1-50 employees),Manager
Master,13,Recruitment,HTML/CSS,Media / Entertainment / Internet,Sydney,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Manager
Master,6,Education,Problem Solving,IT-Software / Software Services,Paris,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Manager
Bachelor,1,Education,Python,Healthcare / Medical Services,New York,"$130,000 - $150,000",Contract,Large (501-10000 employees),Consultant
Master,2,Ecommerce,Communication,Industrial Products / Heavy Machinery,Paris,"$50,000 - $70,000",Contract,Large (501-10000 employees),Administrator
PhD,9,Media,JavaScript,Media / Entertainment / Internet,London,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Consultant
Bachelor,5,Recruitment,Data Analysis,Recruitment / Staffing,Berlin,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Engineer
High School,7,Recruitment,Python,Finance / Banking,Paris,"$90,000 - $110,000",Contract,Large (501-10000 employees),Manager
PhD,4,Finance,SQL,Healthcare / Medical Services,Singapore,"$130,000 - $150,000",Remote,Large (501-10000 employees),Engineer
Bachelor,13,Finance,C++,Industrial Products / Heavy Machinery,New York,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Consultant
PhD,1,Retail,SQL,Education / Teaching,Shanghai,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Manager
PhD,16,Hospitality,Problem Solving,Recruitment / Staffing,London,"$130,000 - $150,000",Remote,Medium (51-500 employees),Developer
Bachelor,10,Industrial,HTML/CSS,Media / Entertainment / Internet,Berlin,"$110,000 - $130,000",Remote,Large (501-10000 employees),Developer
Master,6,Retail,Communication,Internet / Ecommerce,Toronto,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Designer
Master,6,IT,SQL,Education / Teaching,Paris,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Administrator
Bachelor,4,Finance,Problem Solving,Hospitality / Tourism,Berlin,"$50,000 - $70,000",Contract,Medium (51-500 employees),Consultant
Bachelor,7,Finance,Communication,Retail / Wholesale,Sydney,"$70,000 - $90,000",Contract,Large (501-10000 employees),Developer
Master,13,Healthcare,Machine Learning,Internet / Ecommerce,Berlin,"$50,000 - $70,000",Part-time,Medium (51-500 employees),Designer
PhD,13,Retail,Data Analysis,Recruitment / Staffing,London,"$90,000 - $110,000",Contract,Large (501-10000 employees),Developer
Bachelor,7,Healthcare,Data Analysis,IT-Software / Software Services,Shanghai,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Consultant
High School,18,Finance,C++,Recruitment / Staffing,Sydney,"$130,000 - $150,000",Remote,Medium (51-500 employees),Engineer
High School,13,Finance,Python,Internet / Ecommerce,London,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Developer
High School,14,Finance,Communication,Recruitment / Staffing,Berlin,"$130,000 - $150,000",Contract,Large (501-10000 employees),Developer
High School,4,Recruitment,Communication,Finance / Banking,Shanghai,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Developer
High School,15,Healthcare,SQL,Media / Entertainment / Internet,Shanghai,"$130,000 - $150,000",Remote,Large (501-10000 employees),Manager
High School,9,Healthcare,Problem Solving,Industrial Products / Heavy Machinery,San Francisco,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Engineer
High School,5,Ecommerce,Python,Recruitment / Staffing,Toronto,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Designer
PhD,19,IT,Problem Solving,Retail / Wholesale,San Francisco,"$50,000 - $70,000",Contract,Small (1-50 employees),Consultant
Master,15,Media,Python,Media / Entertainment / Internet,London,"$50,000 - $70,000",Contract,Small (1-50 employees),Designer
Master,3,Retail,HTML/CSS,Education / Teaching,Berlin,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Manager
Bachelor,17,Education,C++,Retail / Wholesale,Shanghai,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Consultant
PhD,11,IT,JavaScript,Education / Teaching,Sydney,"$110,000 - $130,000",Remote,Large (501-10000 employees),Consultant
Master,8,Healthcare,Python,Industrial Products / Heavy Machinery,Tokyo,"$50,000 - $70,000",Contract,Large (501-10000 employees),Developer
Bachelor,9,Education,HTML/CSS,Media / Entertainment / Internet,Paris,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Analyst
High School,4,IT,C++,Recruitment / Staffing,San Francisco,"$70,000 - $90,000",Remote,Medium (51-500 employees),Engineer
PhD,17,Hospitality,Data Analysis,Hospitality / Tourism,New York,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Consultant
PhD,19,IT,Problem Solving,Retail / Wholesale,Berlin,"$90,000 - $110,000",Contract,Small (1-50 employees),Manager
Master,1,Industrial,SQL,Retail / Wholesale,Shanghai,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Consultant
High School,14,Healthcare,C++,Retail / Wholesale,Berlin,"$50,000 - $70,000",Remote,Medium (51-500 employees),Manager
PhD,1,Education,Data Analysis,Hospitality / Tourism,Singapore,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Administrator
PhD,1,Retail,HTML/CSS,Industrial Products / Heavy Machinery,Sydney,"$50,000 - $70,000",Contract,Large (501-10000 employees),Engineer
Bachelor,19,Education,Communication,Internet / Ecommerce,Tokyo,"$90,000 - $110,000",Contract,Small (1-50 employees),Engineer
Master,5,Finance,JavaScript,Finance / Banking,Toronto,"$110,000 - $130,000",Part-time,Medium (51-500 employees),Analyst
High School,7,Retail,Data Analysis,Education / Teaching,London,"$110,000 - $130,000",Full-time,Small (1-50 employees),Administrator
Master,5,Finance,Python,Finance / Banking,London,"$130,000 - $150,000",Part-time,Small (1-50 employees),Engineer
PhD,9,Media,Problem Solving,Recruitment / Staffing,New York,"$110,000 - $130,000",Contract,Large (501-10000 employees),Analyst
PhD,2,Media,Data Analysis,Internet / Ecommerce,Toronto,"$110,000 - $130,000",Remote,Enterprise (10000+ employees),Manager
High School,9,Hospitality,Java,Hospitality / Tourism,Toronto,"$70,000 - $90,000",Full-time,Small (1-50 employees),Designer
Master,7,Ecommerce,Python,Internet / Ecommerce,New York,"$70,000 - $90,000",Remote,Medium (51-500 employees),Administrator
High School,11,IT,Python,Internet / Ecommerce,London,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Analyst
High School,19,Media,Python,Recruitment / Staffing,San Francisco,"$90,000 - $110,000",Remote,Medium (51-500 employees),Administrator
Master,1,Media,JavaScript,Healthcare / Medical Services,Berlin,"$110,000 - $130,000",Remote,Small (1-50 employees),Developer
Master,6,Retail,HTML/CSS,Finance / Banking,Shanghai,"$110,000 - $130,000",Part-time,Medium (51-500 employees),Administrator
High School,5,Recruitment,Python,Industrial Products / Heavy Machinery,Sydney,"$70,000 - $90,000",Contract,Small (1-50 employees),Consultant
PhD,16,Education,Python,Recruitment / Staffing,Singapore,"$130,000 - $150,000",Remote,Medium (51-500 employees),Engineer
Master,13,Healthcare,Communication,Retail / Wholesale,New York,"$90,000 - $110,000",Contract,Medium (51-500 employees),Manager
High School,2,IT,Java,Industrial Products / Heavy Machinery,Berlin,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Consultant
Bachelor,18,Hospitality,JavaScript,Healthcare / Medical Services,Sydney,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Developer
Bachelor,3,Media,Problem Solving,Education / Teaching,Paris,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Analyst
PhD,3,Healthcare,C++,Finance / Banking,London,"$70,000 - $90,000",Part-time,Large (501-10000 employees),Developer
Master,6,Education,Python,IT-Software / Software Services,Shanghai,"$110,000 - $130,000",Remote,Large (501-10000 employees),Designer
High School,10,Healthcare,HTML/CSS,Retail / Wholesale,Paris,"$50,000 - $70,000",Contract,Enterprise (10000+ employees),Manager
High School,13,Hospitality,HTML/CSS,Education / Teaching,San Francisco,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Developer
High School,3,Media,Problem Solving,Finance / Banking,San Francisco,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Manager
Master,3,IT,C++,IT-Software / Software Services,London,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Manager
PhD,2,Media,C++,Finance / Banking,Shanghai,"$130,000 - $150,000",Full-time,Small (1-50 employees),Manager
Bachelor,16,Finance,C++,Education / Teaching,Sydney,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Consultant
PhD,15,Media,Problem Solving,Healthcare / Medical Services,Paris,"$90,000 - $110,000",Remote,Medium (51-500 employees),Administrator
PhD,19,Recruitment,HTML/CSS,Media / Entertainment / Internet,London,"$110,000 - $130,000",Full-time,Small (1-50 employees),Designer
Bachelor,6,Finance,Problem Solving,Industrial Products / Heavy Machinery,Singapore,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Consultant
High School,15,Ecommerce,Communication,Healthcare / Medical Services,Singapore,"$50,000 - $70,000",Remote,Small (1-50 employees),Developer
Bachelor,13,Ecommerce,Problem Solving,Healthcare / Medical Services,San Francisco,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Developer
High School,10,IT,Machine Learning,IT-Software / Software Services,Paris,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Analyst
PhD,12,Media,Problem Solving,IT-Software / Software Services,Paris,"$130,000 - $150,000",Part-time,Small (1-50 employees),Administrator
Bachelor,14,Education,C++,Hospitality / Tourism,San Francisco,"$50,000 - $70,000",Contract,Large (501-10000 employees),Manager
Bachelor,5,Retail,JavaScript,IT-Software / Software Services,Paris,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Engineer
High School,4,Industrial,Communication,Education / Teaching,Tokyo,"$90,000 - $110,000",Remote,Large (501-10000 employees),Developer
Master,6,Media,Java,Industrial Products / Heavy Machinery,London,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Manager
Master,3,Media,Machine Learning,Recruitment / Staffing,San Francisco,"$70,000 - $90,000",Remote,Small (1-50 employees),Engineer
Bachelor,13,Retail,Data Analysis,Industrial Products / Heavy Machinery,Toronto,"$90,000 - $110,000",Remote,Medium (51-500 employees),Engineer
Bachelor,2,IT,HTML/CSS,Healthcare / Medical Services,London,"$130,000 - $150,000",Part-time,Small (1-50 employees),Engineer
Master,15,Media,JavaScript,Finance / Banking,Tokyo,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Manager
Master,9,Recruitment,JavaScript,Education / Teaching,Tokyo,"$130,000 - $150,000",Remote,Medium (51-500 employees),Manager
High School,18,Retail,HTML/CSS,Recruitment / Staffing,Shanghai,"$110,000 - $130,000",Remote,Large (501-10000 employees),Consultant
PhD,7,Ecommerce,Communication,Education / Teaching,London,"$110,000 - $130,000",Contract,Medium (51-500 employees),Manager
High School,15,Ecommerce,Python,Internet / Ecommerce,Shanghai,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Developer
Bachelor,18,Retail,Python,Industrial Products / Heavy Machinery,San Francisco,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Manager
Master,10,Industrial,HTML/CSS,Healthcare / Medical Services,New York,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Manager
Bachelor,13,Retail,HTML/CSS,Retail / Wholesale,Berlin,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Consultant
Bachelor,18,Media,HTML/CSS,Industrial Products / Heavy Machinery,San Francisco,"$110,000 - $130,000",Remote,Large (501-10000 employees),Analyst
Master,15,Ecommerce,SQL,Recruitment / Staffing,London,"$90,000 - $110,000",Remote,Small (1-50 employees),Developer
High School,9,Retail,Java,Recruitment / Staffing,London,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Analyst
